datum,Date,Time,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name
6/2/2016 12:00,2016-06-02,12:00,0,1.33,0,3,0,0,0,0,2016,6,12,Thursday
6/2/2016 13:00,2016-06-02,13:00,0,0,0,1,1,0,0,0,2016,6,13,Thursday
6/2/2016 14:00,2016-06-02,14:00,0,2,0,1,0,3,0,0,2016,6,14,Thursday
6/2/2016 15:00,2016-06-02,15:00,0,0,0,2,0,0,0,0,2016,6,15,Thursday
6/2/2016 16:00,2016-06-02,16:00,0.33,0,0,0,1,0,3,0,2016,6,16,Thursday
6/2/2016 17:00,2016-06-02,17:00,0,0,0,2,2,0,0,0,2016,6,17,Thursday
6/2/2016 18:00,2016-06-02,18:00,0,0,0,0,3,0,0,0,2016,6,18,Thursday
6/2/2016 19:00,2016-06-02,19:00,0,0,0,2.25,4,0,1,0,2016,6,19,Thursday
6/2/2016 20:00,2016-06-02,20:00,0,1.66,1,5,5,0,0,0,2016,6,20,Thursday
6/2/2016 21:00,2016-06-02,21:00,1,0,0,0,0,0,0,0,2016,6,21,Thursday
6/2/2016 22:00,2016-06-02,22:00,0,0,0,0,0,0,0,0,2016,6,22,Thursday
6/2/2016 23:00,2016-06-02,23:00,0,0,0,0,0,0,0,0,2016,6,23,Thursday
6/3/2016 0:00,2016-06-03,00:00,0,0,0,0,0,0,0,0,2016,6,0,Friday
6/3/2016 1:00,2016-06-03,01:00,0,0,0,0,0,0,0,0,2016,6,1,Friday
6/3/2016 2:00,2016-06-03,02:00,0,0,0,0,0,0,0,0,2016,6,2,Friday
6/3/2016 3:00,2016-06-03,03:00,0,0,0,0,0,0,0,0,2016,6,3,Friday
6/3/2016 4:00,2016-06-03,04:00,0,0,0,0,0,0,0,0,2016,6,4,Friday
6/3/2016 5:00,2016-06-03,05:00,0,0,0,0,0,0,0,0,2016,6,5,Friday
6/3/2016 6:00,2016-06-03,06:00,0,0,0,0,0,0,0,0,2016,6,6,Friday
6/3/2016 7:00,2016-06-03,07:00,0,0,0,0,0,0,0,0,2016,6,7,Friday
6/3/2016 8:00,2016-06-03,08:00,0,0,0,0,4,0,0,0,2016,6,8,Friday
6/3/2016 9:00,2016-06-03,09:00,0,0,0,3,0,0,0,0,2016,6,9,Friday
6/3/2016 10:00,2016-06-03,10:00,2,1,0,0,3,0,0,0,2016,6,10,Friday
6/3/2016 11:00,2016-06-03,11:00,0,0,0,5,0,0,1,1,2016,6,11,Friday
6/3/2016 12:00,2016-06-03,12:00,0,0,0,0,1,0,0,0,2016,6,12,Friday
6/3/2016 13:00,2016-06-03,13:00,0,0,0,0,0,0,0,0,2016,6,13,Friday
6/3/2016 14:00,2016-06-03,14:00,1,0,0,0,0,0,0,0,2016,6,14,Friday
6/3/2016 15:00,2016-06-03,15:00,0,0,0,1,0,0,0,0,2016,6,15,Friday
6/3/2016 16:00,2016-06-03,16:00,0,1,0,0,0,0,0,1,2016,6,16,Friday
6/3/2016 17:00,2016-06-03,17:00,1,0,2,3,0,0,0,0,2016,6,17,Friday
6/3/2016 18:00,2016-06-03,18:00,1,1,0,1,0,0,0,2,2016,6,18,Friday
6/3/2016 19:00,2016-06-03,19:00,0,0,0,2,0,0,0,0,2016,6,19,Friday
6/3/2016 20:00,2016-06-03,20:00,1.33,0,1,1,0,0,0,2,2016,6,20,Friday
6/3/2016 21:00,2016-06-03,21:00,1,0,1,2,0,0,0,1,2016,6,21,Friday
6/3/2016 22:00,2016-06-03,22:00,0,0,0,0,0,0,0,0,2016,6,22,Friday
6/3/2016 23:00,2016-06-03,23:00,0,0,0,0,0,0,0,0,2016,6,23,Friday
6/4/2016 0:00,2016-06-04,00:00,0,0,0,0,0,0,0,0,2016,6,0,Saturday
6/4/2016 1:00,2016-06-04,01:00,0,0,0,0,0,0,0,0,2016,6,1,Saturday
6/4/2016 2:00,2016-06-04,02:00,0,0,0,0,0,0,0,0,2016,6,2,Saturday
6/4/2016 3:00,2016-06-04,03:00,0,0,0,0,0,0,0,0,2016,6,3,Saturday
6/4/2016 4:00,2016-06-04,04:00,0,0,0,0,0,0,0,0,2016,6,4,Saturday
6/4/2016 5:00,2016-06-04,05:00,0,0,0,0,0,0,0,0,2016,6,5,Saturday
6/4/2016 6:00,2016-06-04,06:00,0,0,0,0,0,0,0,0,2016,6,6,Saturday
6/4/2016 7:00,2016-06-04,07:00,0,0,0,1,1,0,0,0,2016,6,7,Saturday
6/4/2016 8:00,2016-06-04,08:00,0,0,0,0,0,0,0,0,2016,6,8,Saturday
6/4/2016 9:00,2016-06-04,09:00,0.33,1,1,0,0,0,0,1,2016,6,9,Saturday
6/4/2016 10:00,2016-06-04,10:00,0,0,0,1,0,0,0,0,2016,6,10,Saturday
6/4/2016 11:00,2016-06-04,11:00,1,0,2,6,0,0,0,1,2016,6,11,Saturday
6/4/2016 12:00,2016-06-04,12:00,0,0,0,0,0,0,0,0,2016,6,12,Saturday
6/4/2016 13:00,2016-06-04,13:00,0,0,0,1,0,0,0,0,2016,6,13,Saturday
6/4/2016 14:00,2016-06-04,14:00,0,0,0.3,1,0,0,0,1,2016,6,14,Saturday
6/4/2016 15:00,2016-06-04,15:00,0,1,0,0,0,0,0,1,2016,6,15,Saturday
6/4/2016 16:00,2016-06-04,16:00,1,0,0,1,0,0,0,0,2016,6,16,Saturday
6/4/2016 17:00,2016-06-04,17:00,0,0,0,1,0,0,0,0,2016,6,17,Saturday
6/4/2016 18:00,2016-06-04,18:00,0,0,0,4,0,0,0,0,2016,6,18,Saturday
6/4/2016 19:00,2016-06-04,19:00,0,1.34,0,4,0,0,0,0,2016,6,19,Saturday
6/4/2016 20:00,2016-06-04,20:00,1,0,0,1,1,0,0,0,2016,6,20,Saturday
6/4/2016 21:00,2016-06-04,21:00,0,0,0,0,0,0,0,0,2016,6,21,Saturday
6/4/2016 22:00,2016-06-04,22:00,0,0,0,0,0,0,0,0,2016,6,22,Saturday
6/4/2016 23:00,2016-06-04,23:00,0,0,0,0,0,0,0,0,2016,6,23,Saturday
6/5/2016 0:00,2016-06-05,00:00,0,0,0,0,0,0,0,0,2016,6,0,Sunday
6/5/2016 1:00,2016-06-05,01:00,0,0,0,0,0,0,0,0,2016,6,1,Sunday
6/5/2016 2:00,2016-06-05,02:00,0,0,0,0,0,0,0,0,2016,6,2,Sunday
6/5/2016 3:00,2016-06-05,03:00,0,0,0,0,0,0,0,0,2016,6,3,Sunday
6/5/2016 4:00,2016-06-05,04:00,0,0,0,0,0,0,0,0,2016,6,4,Sunday
6/5/2016 5:00,2016-06-05,05:00,0,0,0,0,0,0,0,0,2016,6,5,Sunday
6/5/2016 6:00,2016-06-05,06:00,0,0,0,0,0,0,0,0,2016,6,6,Sunday
6/5/2016 7:00,2016-06-05,07:00,0,0,0,0,0,0,0,0,2016,6,7,Sunday
6/5/2016 8:00,2016-06-05,08:00,1,0,1,0,0,0,0,0,2016,6,8,Sunday
6/5/2016 9:00,2016-06-05,09:00,0,0,0,5,1,0,1,0,2016,6,9,Sunday
6/5/2016 10:00,2016-06-05,10:00,0,0,0,1,0,0,2,0,2016,6,10,Sunday
6/5/2016 11:00,2016-06-05,11:00,1,0,1,2,0,0,0,1,2016,6,11,Sunday
6/5/2016 12:00,2016-06-05,12:00,0,0,0,2,0,0,0,0,2016,6,12,Sunday
6/5/2016 13:00,2016-06-05,13:00,1.34,0,0.3,2,0,0,0,0,2016,6,13,Sunday
6/5/2016 14:00,2016-06-05,14:00,0,0,0,0,0,0,0,0,2016,6,14,Sunday
6/5/2016 15:00,2016-06-05,15:00,3,0,0,3,0,0,0,2,2016,6,15,Sunday
6/5/2016 16:00,2016-06-05,16:00,0,0,0,1,0,0,0,0,2016,6,16,Sunday
6/5/2016 17:00,2016-06-05,17:00,0,0,0,0,2,0,0,0,2016,6,17,Sunday
6/5/2016 18:00,2016-06-05,18:00,4,0.066,1,3,1,0,0,0,2016,6,18,Sunday
6/5/2016 19:00,2016-06-05,19:00,0,1,1,0.4,0,0,0,1,2016,6,19,Sunday
6/5/2016 20:00,2016-06-05,20:00,0,2,0,4,1,0,0,0,2016,6,20,Sunday
6/5/2016 21:00,2016-06-05,21:00,0,0,0,0,0,0,0,0,2016,6,21,Sunday
6/5/2016 22:00,2016-06-05,22:00,0,0,0,0,0,0,0,0,2016,6,22,Sunday
6/5/2016 23:00,2016-06-05,23:00,0,0,0,0,0,0,0,0,2016,6,23,Sunday
6/6/2016 0:00,2016-06-06,00:00,0,0,0,0,0,0,0,0,2016,6,0,Monday
6/6/2016 1:00,2016-06-06,01:00,0,0,0,0,0,0,0,0,2016,6,1,Monday
6/6/2016 2:00,2016-06-06,02:00,0,0,0,0,0,0,0,0,2016,6,2,Monday
6/6/2016 3:00,2016-06-06,03:00,0,0,0,0,0,0,0,0,2016,6,3,Monday
6/6/2016 4:00,2016-06-06,04:00,0,0,0,0,0,0,0,0,2016,6,4,Monday
6/6/2016 5:00,2016-06-06,05:00,0,0,0,0,0,0,0,0,2016,6,5,Monday
6/6/2016 6:00,2016-06-06,06:00,0,0,0,0,0,0,0,0,2016,6,6,Monday
6/6/2016 7:00,2016-06-06,07:00,0,0,0,0,0,0,0,0,2016,6,7,Monday
6/6/2016 8:00,2016-06-06,08:00,0,0,0,0,2,0,0,0,2016,6,8,Monday
6/6/2016 9:00,2016-06-06,09:00,0,0.33,0,1,0,0,0,0,2016,6,9,Monday
6/6/2016 10:00,2016-06-06,10:00,1.33,0,0,0,0,0,0,1,2016,6,10,Monday
6/6/2016 11:00,2016-06-06,11:00,3,0,0,3,0,0,0,0,2016,6,11,Monday
6/6/2016 12:00,2016-06-06,12:00,1,0,0,0,0,0,0,1,2016,6,12,Monday
6/6/2016 13:00,2016-06-06,13:00,0,0,2,5,0,0,0,1,2016,6,13,Monday
6/6/2016 14:00,2016-06-06,14:00,0,0.66,0.5,5,0,0,0,0,2016,6,14,Monday
6/6/2016 15:00,2016-06-06,15:00,0,0,1,0,0,0,0,1,2016,6,15,Monday
6/6/2016 16:00,2016-06-06,16:00,0,0,0,1,0,0,0,0,2016,6,16,Monday
6/6/2016 17:00,2016-06-06,17:00,0,1,0,2,0,0,0,0,2016,6,17,Monday
6/6/2016 18:00,2016-06-06,18:00,0,0,0,2,0,0,0,0,2016,6,18,Monday
6/6/2016 19:00,2016-06-06,19:00,0,0,0,5,3,0,6,1,2016,6,19,Monday
6/6/2016 20:00,2016-06-06,20:00,0,0.812,0.5,2.2,0,0,0,0,2016,6,20,Monday
6/6/2016 21:00,2016-06-06,21:00,0,0,0,0,0,0,0,1,2016,6,21,Monday
6/6/2016 22:00,2016-06-06,22:00,0,0,0,0,0,0,0,0,2016,6,22,Monday
6/6/2016 23:00,2016-06-06,23:00,0,0,0,0,0,0,0,0,2016,6,23,Monday
6/7/2016 0:00,2016-06-07,00:00,0,0,0,0,0,0,0,0,2016,6,0,Tuesday
6/7/2016 1:00,2016-06-07,01:00,0,0,0,0,0,0,0,0,2016,6,1,Tuesday
6/7/2016 2:00,2016-06-07,02:00,0,0,0,0,0,0,0,0,2016,6,2,Tuesday
6/7/2016 3:00,2016-06-07,03:00,0,0,0,0,0,0,0,0,2016,6,3,Tuesday
6/7/2016 4:00,2016-06-07,04:00,0,0,0,0,0,0,0,0,2016,6,4,Tuesday
6/7/2016 5:00,2016-06-07,05:00,0,0,0,0,0,0,0,0,2016,6,5,Tuesday
6/7/2016 6:00,2016-06-07,06:00,0,0,0,0,0,0,0,0,2016,6,6,Tuesday
6/7/2016 7:00,2016-06-07,07:00,0,0,0,0,0,0,0,0,2016,6,7,Tuesday
6/7/2016 8:00,2016-06-07,08:00,3,0,0,1,1,0,0,0,2016,6,8,Tuesday
6/7/2016 9:00,2016-06-07,09:00,0,0,0,8.5,0,0,0,1,2016,6,9,Tuesday
6/7/2016 10:00,2016-06-07,10:00,1,0,1,0,0,0,0,0,2016,6,10,Tuesday
6/7/2016 11:00,2016-06-07,11:00,1,0,1,3,3,0,0,0,2016,6,11,Tuesday
6/7/2016 12:00,2016-06-07,12:00,0,0,0,4,1,0,5,0,2016,6,12,Tuesday
6/7/2016 13:00,2016-06-07,13:00,0,1,0,1,4,0,0,1,2016,6,13,Tuesday
6/7/2016 14:00,2016-06-07,14:00,0,0,0,0,1,0,0,1,2016,6,14,Tuesday
6/7/2016 15:00,2016-06-07,15:00,1,1,1,0,0,0,0,0,2016,6,15,Tuesday
6/7/2016 16:00,2016-06-07,16:00,0,0,0,1,0,0,0,0,2016,6,16,Tuesday
6/7/2016 17:00,2016-06-07,17:00,0,1,0.1,0,0,0,0,0,2016,6,17,Tuesday
6/7/2016 18:00,2016-06-07,18:00,0,0,0,1,1,0,5,0,2016,6,18,Tuesday
6/7/2016 19:00,2016-06-07,19:00,0,0,0,3,0,0,0,0,2016,6,19,Tuesday
6/7/2016 20:00,2016-06-07,20:00,0,0,1,1,1,0,0,0,2016,6,20,Tuesday
6/7/2016 21:00,2016-06-07,21:00,0,0.363,0,5,1,0,0,0,2016,6,21,Tuesday
6/7/2016 22:00,2016-06-07,22:00,0,0,0,0,0,0,0,0,2016,6,22,Tuesday
6/7/2016 23:00,2016-06-07,23:00,0,0,0,0,0,0,0,0,2016,6,23,Tuesday
6/8/2016 0:00,2016-06-08,00:00,0,0,0,0,0,0,0,0,2016,6,0,Wednesday
6/8/2016 1:00,2016-06-08,01:00,0,0,0,0,0,0,0,0,2016,6,1,Wednesday
6/8/2016 2:00,2016-06-08,02:00,0,0,0,0,0,0,0,0,2016,6,2,Wednesday
6/8/2016 3:00,2016-06-08,03:00,0,0,0,0,0,0,0,0,2016,6,3,Wednesday
6/8/2016 4:00,2016-06-08,04:00,0,0,0,0,0,0,0,0,2016,6,4,Wednesday
6/8/2016 5:00,2016-06-08,05:00,0,0,0,0,0,0,0,0,2016,6,5,Wednesday
6/8/2016 6:00,2016-06-08,06:00,0,0,0,0,0,0,0,0,2016,6,6,Wednesday
6/8/2016 7:00,2016-06-08,07:00,0,0,0,0,0,0,0,0,2016,6,7,Wednesday
6/8/2016 8:00,2016-06-08,08:00,0.33,1,0,1,1,0,0,0,2016,6,8,Wednesday
6/8/2016 9:00,2016-06-08,09:00,0,0,1,1,0,0,0,0,2016,6,9,Wednesday
6/8/2016 10:00,2016-06-08,10:00,0,0,0,6,3,0,0,0,2016,6,10,Wednesday
6/8/2016 11:00,2016-06-08,11:00,0,0,0,1,0,0,0,2,2016,6,11,Wednesday
6/8/2016 12:00,2016-06-08,12:00,1,0,0,3,1,0,0,0,2016,6,12,Wednesday
6/8/2016 13:00,2016-06-08,13:00,0,0,2,7,2,0,0,1,2016,6,13,Wednesday
6/8/2016 14:00,2016-06-08,14:00,0.33,0,0,4,0,0,0,0,2016,6,14,Wednesday
6/8/2016 15:00,2016-06-08,15:00,0,0,0,1,1,0,0,0,2016,6,15,Wednesday
6/8/2016 16:00,2016-06-08,16:00,0,0,1,2,0,0,0,1,2016,6,16,Wednesday
6/8/2016 17:00,2016-06-08,17:00,1,0,0,1.062,0,0,0,0,2016,6,17,Wednesday
6/8/2016 18:00,2016-06-08,18:00,0,0,0.5,0,1,0,5,1,2016,6,18,Wednesday
6/8/2016 19:00,2016-06-08,19:00,1,0,0,0,1,0,0,1,2016,6,19,Wednesday
6/8/2016 20:00,2016-06-08,20:00,3,0,0,7,0,0,0,0,2016,6,20,Wednesday
6/8/2016 21:00,2016-06-08,21:00,2,0.33,1,11,0,0,0,0,2016,6,21,Wednesday
6/8/2016 22:00,2016-06-08,22:00,0,0,0,0,0,0,0,0,2016,6,22,Wednesday
6/8/2016 23:00,2016-06-08,23:00,0,0,0,0,0,0,0,0,2016,6,23,Wednesday
6/9/2016 0:00,2016-06-09,00:00,0,0,0,0,0,0,0,0,2016,6,0,Thursday
6/9/2016 1:00,2016-06-09,01:00,0,0,0,0,0,0,0,0,2016,6,1,Thursday
6/9/2016 2:00,2016-06-09,02:00,0,0,0,0,0,0,0,0,2016,6,2,Thursday
6/9/2016 3:00,2016-06-09,03:00,0,0,0,0,0,0,0,0,2016,6,3,Thursday
6/9/2016 4:00,2016-06-09,04:00,0,0,0,0,0,0,0,0,2016,6,4,Thursday
6/9/2016 5:00,2016-06-09,05:00,0,0,0,0,0,0,0,0,2016,6,5,Thursday
6/9/2016 6:00,2016-06-09,06:00,0,0,0,0,0,0,0,0,2016,6,6,Thursday
6/9/2016 7:00,2016-06-09,07:00,0,0,0,0,0,0,0,0,2016,6,7,Thursday
6/9/2016 8:00,2016-06-09,08:00,0,0,0,0,0,0,0,0,2016,6,8,Thursday
6/9/2016 9:00,2016-06-09,09:00,0.33,0,1,1,0,0,0,0,2016,6,9,Thursday
6/9/2016 10:00,2016-06-09,10:00,0,0,0,1,0,0,0,1,2016,6,10,Thursday
6/9/2016 11:00,2016-06-09,11:00,0,1,0,2,0,0,0,0,2016,6,11,Thursday
6/9/2016 12:00,2016-06-09,12:00,0,1,0,0,3,0,0,0,2016,6,12,Thursday
6/9/2016 13:00,2016-06-09,13:00,0,0,0,3,2,0,0,0,2016,6,13,Thursday
6/9/2016 14:00,2016-06-09,14:00,0,0.33,0,0.6,0,0,0,2,2016,6,14,Thursday
6/9/2016 15:00,2016-06-09,15:00,1,0,0,0,0,0,0,0,2016,6,15,Thursday
6/9/2016 16:00,2016-06-09,16:00,0,0,0,0,0,0,1,0,2016,6,16,Thursday
6/9/2016 17:00,2016-06-09,17:00,0,1,0,2,0,0,0,0,2016,6,17,Thursday
6/9/2016 18:00,2016-06-09,18:00,0,0,0,3,0,0,0,0,2016,6,18,Thursday
6/9/2016 19:00,2016-06-09,19:00,0,0,0,4,0,0,0,1,2016,6,19,Thursday
6/9/2016 20:00,2016-06-09,20:00,1,0,0,1,0,0,0,0.2,2016,6,20,Thursday
6/9/2016 21:00,2016-06-09,21:00,6.34,1,1,3,2,0,0,0,2016,6,21,Thursday
6/9/2016 22:00,2016-06-09,22:00,0,0,0,0,0,0,0,0,2016,6,22,Thursday
6/9/2016 23:00,2016-06-09,23:00,0,0,0,0,0,0,0,0,2016,6,23,Thursday
6/10/2016 0:00,2016-06-10,00:00,0,0,0,0,0,0,0,0,2016,6,0,Friday
6/10/2016 1:00,2016-06-10,01:00,0,0,0,0,0,0,0,0,2016,6,1,Friday
6/10/2016 2:00,2016-06-10,02:00,0,0,0,0,0,0,0,0,2016,6,2,Friday
6/10/2016 3:00,2016-06-10,03:00,0,0,0,0,0,0,0,0,2016,6,3,Friday
6/10/2016 4:00,2016-06-10,04:00,0,0,0,0,0,0,0,0,2016,6,4,Friday
6/10/2016 5:00,2016-06-10,05:00,0,0,0,0,0,0,0,0,2016,6,5,Friday
6/10/2016 6:00,2016-06-10,06:00,0,0,0,0,0,0,0,0,2016,6,6,Friday
6/10/2016 7:00,2016-06-10,07:00,0,0,0,0,0,0,0,0,2016,6,7,Friday
6/10/2016 8:00,2016-06-10,08:00,0,0,1,0,0,0,0,1,2016,6,8,Friday
6/10/2016 9:00,2016-06-10,09:00,0,0,0,0,0,0,0,0,2016,6,9,Friday
6/10/2016 10:00,2016-06-10,10:00,2,0.67,1,2,5,0,0,0,2016,6,10,Friday
6/10/2016 11:00,2016-06-10,11:00,0.33,0,0,4,0,2,0,0,2016,6,11,Friday
6/10/2016 12:00,2016-06-10,12:00,0,0,0,1,1,0,0,0,2016,6,12,Friday
6/10/2016 13:00,2016-06-10,13:00,0,0.67,0,1,0,0,0,1,2016,6,13,Friday
6/10/2016 14:00,2016-06-10,14:00,3,1,0,4,0,0,0,1,2016,6,14,Friday
6/10/2016 15:00,2016-06-10,15:00,0,0,0,3,0,0,0,0,2016,6,15,Friday
6/10/2016 16:00,2016-06-10,16:00,0,0,0,1,1,0,0,0,2016,6,16,Friday
6/10/2016 17:00,2016-06-10,17:00,1,0,0,0,0,0,0,0,2016,6,17,Friday
6/10/2016 18:00,2016-06-10,18:00,0,1,1,2,1,0,0,0,2016,6,18,Friday
6/10/2016 19:00,2016-06-10,19:00,1,0.33,0,5,0,0,0,2,2016,6,19,Friday
6/10/2016 20:00,2016-06-10,20:00,1,0.33,1,0,3,0,0,0,2016,6,20,Friday
6/10/2016 21:00,2016-06-10,21:00,0,0,0,3,0,0,0,0,2016,6,21,Friday
6/10/2016 22:00,2016-06-10,22:00,0,0,0,0,0,0,0,0,2016,6,22,Friday
6/10/2016 23:00,2016-06-10,23:00,0,0,0,0,0,0,0,0,2016,6,23,Friday
6/11/2016 0:00,2016-06-11,00:00,0,0,0,0,0,0,0,0,2016,6,0,Saturday
6/11/2016 1:00,2016-06-11,01:00,0,0,0,0,0,0,0,0,2016,6,1,Saturday
6/11/2016 2:00,2016-06-11,02:00,0,0,0,0,0,0,0,0,2016,6,2,Saturday
6/11/2016 3:00,2016-06-11,03:00,0,0,0,0,0,0,0,0,2016,6,3,Saturday
6/11/2016 4:00,2016-06-11,04:00,0,0,0,0,0,0,0,0,2016,6,4,Saturday
6/11/2016 5:00,2016-06-11,05:00,0,0,0,0,0,0,0,0,2016,6,5,Saturday
6/11/2016 6:00,2016-06-11,06:00,0,0,0,0,0,0,0,0,2016,6,6,Saturday
6/11/2016 7:00,2016-06-11,07:00,0,0,0,0,0,0,0,0,2016,6,7,Saturday
6/11/2016 8:00,2016-06-11,08:00,0,0,0,0.4,0,0,0,0,2016,6,8,Saturday
6/11/2016 9:00,2016-06-11,09:00,0,0,0,1,0,0,0,0,2016,6,9,Saturday
6/11/2016 10:00,2016-06-11,10:00,0,1,0,7.4,0,0,0,0,2016,6,10,Saturday
6/11/2016 11:00,2016-06-11,11:00,1,0,0,2,0,0,0,0,2016,6,11,Saturday
6/11/2016 12:00,2016-06-11,12:00,0,0,0,1,1,0,0,1,2016,6,12,Saturday
6/11/2016 13:00,2016-06-11,13:00,2,0,0,1.8,1,0,0,0,2016,6,13,Saturday
6/11/2016 14:00,2016-06-11,14:00,2,0,1,2,0,0,0,2,2016,6,14,Saturday
6/11/2016 15:00,2016-06-11,15:00,0.33,0,0,0,0,0,0,0,2016,6,15,Saturday
6/11/2016 16:00,2016-06-11,16:00,1,0.66,0,0,1,1,0,1,2016,6,16,Saturday
6/11/2016 17:00,2016-06-11,17:00,0,1,0,4,1,0,0,2,2016,6,17,Saturday
6/11/2016 18:00,2016-06-11,18:00,1,0,0,14,0,0,10,1,2016,6,18,Saturday
6/11/2016 19:00,2016-06-11,19:00,2.33,0,0,0,0,0,0,0,2016,6,19,Saturday
6/11/2016 20:00,2016-06-11,20:00,1,0.165,1,2,0,0,0,0,2016,6,20,Saturday
6/11/2016 21:00,2016-06-11,21:00,0,0,0,0,0,0,0,1,2016,6,21,Saturday
6/11/2016 22:00,2016-06-11,22:00,0,0,0,0,0,0,0,0,2016,6,22,Saturday
6/11/2016 23:00,2016-06-11,23:00,0,0,0,0,0,0,0,0,2016,6,23,Saturday
6/12/2016 0:00,2016-06-12,00:00,0,0,0,0,0,0,0,0,2016,6,0,Sunday
6/12/2016 1:00,2016-06-12,01:00,0,0,0,0,0,0,0,0,2016,6,1,Sunday
6/12/2016 2:00,2016-06-12,02:00,0,0,0,0,0,0,0,0,2016,6,2,Sunday
6/12/2016 3:00,2016-06-12,03:00,0,0,0,0,0,0,0,0,2016,6,3,Sunday
6/12/2016 4:00,2016-06-12,04:00,0,0,0,0,0,0,0,0,2016,6,4,Sunday
6/12/2016 5:00,2016-06-12,05:00,0,0,0,0,0,0,0,0,2016,6,5,Sunday
6/12/2016 6:00,2016-06-12,06:00,0,0,0,0,0,0,0,0,2016,6,6,Sunday
6/12/2016 7:00,2016-06-12,07:00,0,0,0,0,0,0,0,0,2016,6,7,Sunday
6/12/2016 8:00,2016-06-12,08:00,0,0,0,0,0,0,0,1,2016,6,8,Sunday
6/12/2016 9:00,2016-06-12,09:00,0,0,1,3,1,0,2,1,2016,6,9,Sunday
6/12/2016 10:00,2016-06-12,10:00,1.34,2,1,6,3,0,0,2,2016,6,10,Sunday
6/12/2016 11:00,2016-06-12,11:00,0,0,0,2,1,0,0,1,2016,6,11,Sunday
6/12/2016 12:00,2016-06-12,12:00,0,1.33,0,2,0,0,0,0,2016,6,12,Sunday
6/12/2016 13:00,2016-06-12,13:00,1,0.33,0,0,1,0,0,0,2016,6,13,Sunday
6/12/2016 14:00,2016-06-12,14:00,1,1,0.1,2,0,0,1,1,2016,6,14,Sunday
6/12/2016 15:00,2016-06-12,15:00,0,0,0,12,0,0,1,0,2016,6,15,Sunday
6/12/2016 16:00,2016-06-12,16:00,3,0,0,1,0,0,0,0,2016,6,16,Sunday
6/12/2016 17:00,2016-06-12,17:00,0,0,0,5,0,0,0,0,2016,6,17,Sunday
6/12/2016 18:00,2016-06-12,18:00,1,1.33,0,5,0,0,0,0,2016,6,18,Sunday
6/12/2016 19:00,2016-06-12,19:00,1,0.33,0,6,0,0,0,0,2016,6,19,Sunday
6/12/2016 20:00,2016-06-12,20:00,0,0.033,1.3,2,2,0,0,0,2016,6,20,Sunday
6/12/2016 21:00,2016-06-12,21:00,0,1,0,1,0,0,0,0,2016,6,21,Sunday
6/12/2016 22:00,2016-06-12,22:00,0,0,0,0,0,0,0,0,2016,6,22,Sunday
6/12/2016 23:00,2016-06-12,23:00,0,0,0,0,0,0,0,0,2016,6,23,Sunday
6/13/2016 0:00,2016-06-13,00:00,0,0,0,0,0,0,0,0,2016,6,0,Monday
6/13/2016 1:00,2016-06-13,01:00,0,0,0,0,0,0,0,0,2016,6,1,Monday
6/13/2016 2:00,2016-06-13,02:00,0,0,0,0,0,0,0,0,2016,6,2,Monday
6/13/2016 3:00,2016-06-13,03:00,0,0,0,0,0,0,0,0,2016,6,3,Monday
6/13/2016 4:00,2016-06-13,04:00,0,0,0,0,0,0,0,0,2016,6,4,Monday
6/13/2016 5:00,2016-06-13,05:00,0,0,0,0,0,0,0,0,2016,6,5,Monday
6/13/2016 6:00,2016-06-13,06:00,0,0,0,0,0,0,0,0,2016,6,6,Monday
6/13/2016 7:00,2016-06-13,07:00,0,0,0,0,0,0,0,0,2016,6,7,Monday
6/13/2016 8:00,2016-06-13,08:00,0,0,0,1,1,0,0,0,2016,6,8,Monday
6/13/2016 9:00,2016-06-13,09:00,1,0,0,2,0,0,1,0,2016,6,9,Monday
6/13/2016 10:00,2016-06-13,10:00,0,0,0,0,0,0,0,0,2016,6,10,Monday
6/13/2016 11:00,2016-06-13,11:00,0,0,0,1,0,0,0,0,2016,6,11,Monday
6/13/2016 12:00,2016-06-13,12:00,0,1,0,1,0,0,0,0,2016,6,12,Monday
6/13/2016 13:00,2016-06-13,13:00,0,0,0,0,0,0,0,0,2016,6,13,Monday
6/13/2016 14:00,2016-06-13,14:00,0,0,1,1,1,0,0,0,2016,6,14,Monday
6/13/2016 15:00,2016-06-13,15:00,0,0.33,0,1,1,0,0,1,2016,6,15,Monday
6/13/2016 16:00,2016-06-13,16:00,0,0.34,0,0,0,0,0,0,2016,6,16,Monday
6/13/2016 17:00,2016-06-13,17:00,0.33,0,0,0,2,0,0,1,2016,6,17,Monday
6/13/2016 18:00,2016-06-13,18:00,2,0,0,5,0,0,0,0,2016,6,18,Monday
6/13/2016 19:00,2016-06-13,19:00,0.33,2.066,0,2,0,0,0,0,2016,6,19,Monday
6/13/2016 20:00,2016-06-13,20:00,0,0,0,0,2,0,0,0,2016,6,20,Monday
6/13/2016 21:00,2016-06-13,21:00,2,1,0,1,0,0,0,0,2016,6,21,Monday
6/13/2016 22:00,2016-06-13,22:00,0,0,0,0,0,0,0,0,2016,6,22,Monday
6/13/2016 23:00,2016-06-13,23:00,0,0,0,0,0,0,0,0,2016,6,23,Monday
6/14/2016 0:00,2016-06-14,00:00,0,0,0,0,0,0,0,0,2016,6,0,Tuesday
